,Mails,control
284,"Dil öğrenimin tamamen sana,, ,,Merhaba Musa,,,Kendi hızında İngilizce öğreniyor olduğundan emin olmak için Kelime,Çalıştırıcı özelliğinin perde arkasında biz de durmadan çalışıyoruz.,,Öğrendiğin tüm kelimelerin kaydını tutuyoruz.,,Sana bir skala içinde zayıf olduğun kelimelerden, en güçlü,olduklarına kadar bildiğin tüm kelimeleri gösteriyoruz.,,Ve hepsi aklına kazınana kadar seni bu kelimeler üzerinden test,ediyoruz.,,Hemen bir göz at,",0
285,"Axess GittiGidiyor'da kazandırır,,1-15 Kasım tarihleri arasında 500 TL üzeri alışverişinize,,5OTL, 1.000 TL üzeri alışverişinizde 75 TL chip-para kazanın.,,Peşin fiyatına 6 taksit fırsatıyla.,, ,,gss,, ,",1
286,"“Göka sesi,,(9),,Siparişiniz bize ulaşmıştır. Teşekkür ederiz.,,Sipariş Bilgileri & Detayları,,Sipariş Numarası: 0,",0
287,"mc (014 Ge,,ze varan sahip olun | İN DİR RI VI,i > GÜNLERİ,,9-10 Mart,, ,, ,, ,, ,",1
288,"VireliNiilşaTelcekiiol(e alar Kekis),Turkcell ve Petrol Ofisi İş Birliği,İEMXelaYelNiMufelretelşaTelfeldiaTefe,En Az X4 İndirim!,,Üstelik Tamamen Ücretsiz!,,Akaryakıt harcamalarınızda tasarruf sağlayan, masraf süreçlerinizi,kolaylaştıran Turkcell'in ücretsiz platformu hesApplı!,,hesApplı vergi numarası olan herkese,,,« Akaryakıtlarınızı araçtan inmeden yakıt alımını,,,* 1-10 araç için ?b4, 10-20 araç için 944.5, 20-35 araç için 95 indirim imkanını,,(35* araç için özel teklif alabilirsiniz.),,« Kredi kartı ile komisyonsuz otomatik ödeme imkanını,,« Online kayıt ile araçlarınızın 1 saatte yakıt alımına hazır hale gelmesini sağlıyor.,,http://turkcell.li/hesappli adresinden platforma ulaşarak ücretsiz kayıt olabilirsiniz.,",1
289,"Merhaba müzik tutkunları,,Sanatçı aboneliklerinizi ve bildirim ayarlarınızı Resmi Sanatçı Kanallarına 4 taşımaya başladığımızı,YE i e iniz gibi,yönetebileceksiniz. Daha fazla bilgi,,Bu değişiklikle birlikte en sevdiğiniz sanatçıları ve müziklerini daha kolay takip edeceğinizi umuyoruz!,,YouTube Music Team,",0
290,"Bilgisayar başında oturmaktan sıkıldın mı?,,Bilgisayarından fizy.com'a gir, ruh halini değiştirecek,çalma listelerinden kendine en uygun olanı seç, müziğin ritmini yakala!,, ,,Milyonlarca şarkı, video klipler, radyolar,,hazır listeler ve fazlası fizy'de!,, ,",0
291,"     , ,,Çi a.,,UGÜNLERİ-,,TelnKeltiyi,,icihreliişit dez aarlKersi elife,Son saatleri kaçırmayın!,",1
292,"     , ,,Ci a,,UGÜNLERİ-,,16-17-18 EYLÜL,,İhtiyacınız olan her şey için,Gerçek İndirim Günleri başladı.,Sadece 3 gün sürecek,,GERÇEK İNDİRİMLERİ,,kaçırmayın!,",1
293,"5 tane misafir,kartın var!,,Musa, en aktif öğrencilerimizden biri olarak sana 5 arkadaşın ile,paylaşabileceğin misafir kartları veriyoruz!,,30 günlük misafir kartları ile arkadaşlarına busuu Premium'a,ücretsiz olarak erişim sağlayabilme imkanı sağlayabilirsin.,,Misafir kartını paylaş,",0
294,">XONB,,FİNANSBANK,,   , ,,Acil nakit ihtiyacınızda,ONB Finansbank yanınızda!,,HEMEN BAŞVUR,,gnbfinansbank.com,, ,, ,",0
295," ,,Finansçıdan Fırsatlar // Nisan 2021,,Cep telefonu numarasıyla IBAN'sız para,transferi ONB Finansbank'ta!,,CNB Finansbank'ta yeni bir dönem,başladı. Artık IBAN yerine cep telefonu,numarası kullanarak 7/24 kolaylıkla para,transferi yapabilirsiniz!,,Cep telefonu numarası, T.C. kimlik,numarası, vergi kimlik numarası gibi kolay,hatırlanabilecek kişisel bilgilerinizi hemen,ONB Finansbank hesabınıza “Kolay,Adres” olarak tanımlayın, 7/24 kesintisiz.,para transferinin keyfini çıkarın!,, ,, ,",0
296," ,, ,,Kumbaram Hesabı ile yarınları,biriktirmeye bugünden başlayın!,,Siz de ONB Finansbank Kumbaram,Hesabı"" ile biriktirmeye bugünden,başlayın, güvenli bir geleceğin temellerini,şimdiden atın. Aylık 75 Türk,Lirası/Euro/Dolar/Pound'dan başlayan,ödeme seçenekleriyle hesabınızı,şubelerimizden veya 0850 222 0900,numaralı ONB Finansbank Telefon,Bankacılığı aracılığıyla açtırabilirsiniz.,,Detaylı bilgi için tıklayınız.,, ,",0
297,"hepsiburada,,KADIN ERKEK ÇOCUK BEBEK,, ,,Pierre Cardin tüm indirimlere,ek seçili ürünlerde sepette,9625 indirim,,The North Face 9640'a varan,indirimler,",1
298,"Gerektiğinde ihtiyacınızı karşılasın,,birikiminiz hep kazansın!,,Çift Sarılı Hesap ile vadesiz gibi özgürce,para yatırabilir ve çekebilir, günlük faiz ile,birikimlerinizi değerlendirebilirsiniz.,,Detaylı bilgi için tıklayınız,, ,",0
299," ,,Bahar masraflarına karşı içinizi açacak,destek Ek Hesaptan!,,Nakit ihtiyaçlarınızı anında,karşılayabileceğiniz Ek Hesap için Web,Sitemiz üzerinden hemen başvurun,,limitiniz tanımlandıktan sonra uygun faiz.,oranıyla ister tek seferde ister taksitle,kolayca kullanın,",0
300,"adL'de 7 taksit!,,CardFinans'ınızla adl mağazalarında ve,adi.com.tr'de 01 Mart-31 Ağustos 2021,tarihleri arasında yapacağınız,alışverişlerinizde 7 taksit fırsatı!,, ,",1
301,"H Ne,,a 4,,Geri Sayım Başlasın,,Yeni içerikler için hazır ol,,Yepyeni filmler ve diziler, Netflix'e yeni gelen eski favoriler ve,(efe Gerli YAN,,7,",0
302," ,,Sen Hiç Ateş Böceği Gördün mü?,,SıraDışı * Duygusal * Dram-Komedi * Ruhikizleri,,Gülseren'in hayatı, acısıyla tatlısıyla Türkiye'nin yıllar içinde geçirdiği,değişimin aynası. Onu başkalarından ayıransa sivri dili, zekâsı ve ateş,böceklerine sevdası.,,Â Bana Hatırlat Fragmanı Oynat,",0
303," ,,Yayın Tarihi: 14 Nisan,,Aşk ve Canavarlar,Heyecanlı * Bilim Kurgu-Macera * Aile * Aksiyon Komedi,,Canavarların yol açtığı kıyametten yedi yıl sonra, sevimli ve talihsiz Joel eski,sevgilisiyle yeniden buluşmak için rahat sığınağını arkasında bırakır.,,am,",0
304," ,,Sıfır,,Harekete Geçirici * Samimi * İlham Verici * İyiHissettiren,Görünmezlik gücü olan utangaç bir genç, yaşadığı mahalleyi savunmak için,,sanatçı olma hayallerini bir kenara bırakıp bu gücü kontrol etmeyi öğrenmek,Zorunda kalır.,,Â Bana Hatırlat Fragmanı Oynat,",0
305," ,,Badem Şekeri,,Romantik * SıraDışı * UçukKaçık * İyiHissettiren,,Acilen doktora ihtiyacı olan bir grup köylü tarafından kaçırılan Mehmet, çok,geçmeden köylülerden birine âşık olur.,,A Bana Hatırlat Daha Fazla Bilgi,",0
306," ,,Yayın Tarihi: 16 Nisan,,Into the Beat - Yürekten Dans Et,,İlham Verici * İyiHissettiren * Romantik * Drama,,e ilieğeelelii erse darelelldeciilikoKe eze delgi eli,beklemektedir. Acaba ailesinin izinden mi gidecek, yoksa yeni tutkusunun,peşinden mi koşacak?,,am,",0
307,"teams(Galerts.busuu.com,GS BUSUU adresini kişi listenize ekleyin,,Merhaba Musa,,Başkalarına yardımcı olarak busuu topluluğunun bir parçası ol.,,nata15081998,,bir alıştırmayı tamamladı ve senin bu,alıştırmayı düzeltmeni istiyor.,",0
308,"hepsiburada,,SANA ÖZEL,,APPLE TV'LERDE FIRSAT,,Yeni nesil TV keyfi için Apple TV'lerde 100 TL indirim fırsatını kaçırma,,,Alışverişe başla,, ,",1
309,"İngilizce öğrenimini kişisel ihtiyaçlarına göre oluşturulmuş Kelime,Çalıştırıcı, Çevrimdışı Mod özelliği ve McGraw-Hill Education,sertifikaları ile güçlendir ve öğreniyor olduğun dili ana dili olarak,konuşan kişiler ile sohbet etme fırsatını yakala.,",0
310,"Güvenliğiniz için,e-Devlet Kapısı tek noktadan pek çok kamu hizmetine kolay, hızlı ve,,güvenli bir şekilde ulaşmanızı sağlar. e-Devlet Kapısı hesabınızın güvenliği,ile ilgili birkaç hususu size hatırlatmak istiyoruz.,,© O 06,,e-Devlet Kapısı'nın https/wwwturkiye. gov.tr dışında bir,adresi bulunmamaktadır. e-Devlet Şifrenizi bu adres,dışında başka bir adreste kesinlikle kullanmayınız.,, ,,Resmi Sosyal Medya Hesaplarımız;,,Facebook: http://www.facebook.com/edevletkapi.,Twitter: https-//twitter.com/ekapi,,Instagram: https://www.instagram.com/edevletkapisi/,Lütfen bu hesaplar dışındaki, e-Devlet Kapısı adını ve,logosunu kullanan sosyal medya hesaplarına itibar,etmeyiniz.,, ,,e-Posta ile dolandırıcılık yoğun olarak başvurulan bir,yöntemdir. e-Devlet Kapısı, kişisel bilgilerinizi veya e-,Devlet Şifrenizi hiçbir şekilde e-Posta, SMS ve telefon,yoluyla talep etmemektedir. Bi,e-Postalarda, SMS'lerde yer alan,tıklamayınız, e-Devlet Şifrenizi ve kişisel bil,paylaşmayınız.,, , ,  ,, ,,e-Devlet Şifreniz size özeldir. e-Devlet Şifrenizi, kredi,başvurusu, işe giriş vb. nedenler ile sizden isteyen,kişilerle paylaşmayınız.,, ,,Bilgilerinize sunarız.,",0
311," ,,Telefon dolandırıcılıklarına karşı,dikkatli olun!,,Sayın MUSABOZ,,,Dolandırıcılar sizi telefonla arayarak İş Bankası'ndan arandığınız,izlenimi verip güveninizi kazanabilir, kişisel ya da finansal bilgilerinizi,sözlü veya tuşlayarak paylaşmanızı isteyebilir.,,Böyle bir durumda niz için:,,« Kendisini İş Bankası çalışanı olarak tanıtan kişilerin yönlendirmesi ile,İşCep ya da İntemet Şubesi'nden işlem yapmayın.,,* İş Bankası tarafından telefonla hiçbir zaman internet bankacılığı şifresi,,SMS ile iletilen Mobil Onay Kodu ya da Cep Anahtar istenmemektedir.,İstendiği takdirde bilgilerinizi vermeden telefon görüşmenizi sonlandırın,,« İş Bankası tarafından gönderilen Mobil Onay Kodlarının içeriğinde hangi,işleme yönelik gönderildiği bilgisi yer almaktadır. Gönderilen mesajın,içeriğine dikkat e:,* Şüphe duyduğunuz konularda 0850 724 0 724 Telefon Şubesi'nden bize,ulaşın.,,    ,, ,, ,",0
312,", Yeni Evimiz,Istanbul Havalimanı'nda Uçuşlarınız,2 Kata Varan Statü Mil,Kazandırıyor!,,İstanbul Havalimanı çıkışlı ve varışlı yurtdışı uçuşlarınızda,ekstra Statü Mil ayrıcalığı sunuyoruz.,,Biletleme Tarihi: 15 Nisan 2019 — 30 Nisan 2019,Seyahat Tarihi: 15 Nisan 2019 — 31 Mayıs 2019,",0
313,"e-Devlet Kapısı'na Eklenen Yeni Hizmetler,,Sn. MUSABOZ,,€-Devlet kapısı üzerinden yeni hizmetlerimiz sizlerin kullanımına açılmıştır,,, ,, ,, ,, ,, ,, ,,Risk Merkezi Raporu Başvurusu,,Bu hizmeti kullanarak, “Kredi Limit ve Borç Bilgileri"" veya “Çek,Bilgileri"" rapor başvurusunda bulunabilir veya raporunuzu,görüntüleyebilirsin,,   ,, ,,Elektrik Hizmetleri,,e Devlet Kapısı ile 62 ilimizde bulunan 16 elekirk görevli,tedarik şirketlerinin serbest olmayan tüketiciler ile son kaynak,tedariki kapsamındaki tüketicilere sunduğu bilgilendirme,hizmetlerinin yanı sıra abonelik ve fesih başvuru hizmetlerinden,de faydalanabilisiniz.,",0
314,"Bu e-posta, Google*'da kişisel (tüketici) hesabınız veya yönettiğiniz bir Google* sayfası için içeriğe,sahip olmanız nedeniyle gönderildi.,,2 Nisan 2019'da Google*'nın tüketici sürümünün kullanıma kapatılacağını ve tüketici Google*,hesaplarındaki içeriklerin silinmeye başlanacağını hatırlatırız. Google*'daki fotoğraf ve videolarınız da,Albüm Arşivinizden ve Google* sayfalarınızda silinecek.,,Google* içeriğinizin indirilmesi zaman alabileceği için işleme 31 Mart 2019'dan önce başlayın.,,Başka hiçbir Google ürünü (ör. Gmail, Google Fotoğraflar, Google Drive, YouTube), Google* tüketici,sürümünün kapanışı kapsamında kullanımdan kaldırılmayacaktır ve bu hizmetlerde oturum açmak için,kullandığınız Google Hesabı kalacaktır. Hâlihazırda Google Fotoğraflar'da yedeklenmiş olan fotoğraf ve,videolarınızın silinmeyeceğini hatırlatmak isteriz.,, ,,Daha fazla bilgi için Google*'nın kullanıma kapatılmasıyla ilgili SSS bölümünün tamamını inceleyin.,Google* ekibi olarak, Google*'yı böyle özel bir yer haline getirdiğiniz için sizlere teşekkür ederiz.,Google LLC 1600 Amphitheatre Parkway, Mountain View, CA 94043,,Bu zorunlu e-posta hizmet duyurusu, Google* Sayfanız, ürününüz veya hesabınızdaki önemli,değişiklikler konusunda bilgilendirilmeniz amacıyla gönderildi.,, ,",0
315," ,,İşCep'i indir, işini cepte bitir.,,Seçmen Kaydı Sorgulama,Kolaylığı IşCep'te!,,İşCep'e giriş yaptıktan sonra e-Devlet'i seçerek başka bir şifreye gerek,kalmaksızın kolayca e-Devlet Kapısı'na ulaşın, “Seçmen Kaydı Sorgulama”,ile yerel seçimlerde oy kullanacağınız yeri hemen öğrenin.,",0
316,"7) TURKCELL,",0
317,"Sayın MUSA BOZ,,,AnadoluJet'in ayrıcalıklı hizmetleriyle seyahat deneyiminizi,zevkinize göre şekillendirin.,,Koltuk Seçimi,,Daha keyifli bir yolculuk için uçuşlarınızdan,önce dilediğiniz koltuğu seçebilirsiniz...,, ,",0
318,"Araç Kiralama,,Size özel hazırlanmış uygun fiyatlı araç kiralama,seçenekleri için işlemlerinizi online olarak,kolayca yapabilir, erken rezervasyonlardaki fiyat,avantajlarından faydalanabilirsiniz.,,Detaylar,, ,, ,,İlave bagaj ve spor,malzemesi,,İlave bagaj ve spor malzemesi taşıma hakkını,anadolujet.com veya AnadoluJet mobil,uygulamasından satın alabilirsiniz. Üstelik,alacağınız ilave bagaj paketlerine *3 kg ilave,bagaj hakkı hediye!,,Detaylar,",0
319,"hepsiburada,,KADIN ERKEK ÇOCUK BEBEK,, ,, ,,U.S. Polo Assn. 9050 indirime,ek seçili ürünlerde 9020 Penti 9070'e varan indirim,indirim,",1
320,"Seyahat Sigortası,,enmedik du,teminat altın:,, ,",0
321,"Bankamatik,,Bankamatik Kartı'nızdan,her hafta 20 TL MaxiPuan'!,,Maximum Mobil'den kampanyaya katılın, pazartesiden cumaya,Bankamatik Kartı'nızla tek seferde yapacağınız 70 TL ve üzeri,5. harcamanıza haftada 20 TL MaxiPuan, toplam 100 TL'ye,varan MaxiPuan kazanın!,",1
322," ,,Kampanyaya her hafta Maximum Mobil'den katılım sağlanması gerekmektedir.,Gerçekleştirilen harcama tutarları, kampanya katılımı sağlanan hafta içerisinde dikkate,alınacaktır. MaxiPuan yüklemeleri her hafta için kampanya detaylarında belirtilen tarihlerde,yapılacak olup haftalık azami 20 TL MaxiPuan kazanılabilecektir.,, ,,Ek koşullar ve ayrı i,",1
323,"TÜRKİYE $ BANKASI,,Intercity'de ikinci el araçlar için,“»0'dan başlayan faizlerle,Iş Bankası Taşıt Kredisi!,,İş Bankası'ndan taşıt kredisi kullanın, Intercity'de ikinci el araç,alımlarında *00'dan başlayan faiz fırsatından yararlanın.,",1
324,"İşCep'in yenilenen giriş sayfası,hayatınızı kolaylaştırıyor!,,İşCep'e şifreyle giriş yapmadan birçok bankacılık işlemini hızlıca,gerçekleştirebilirsiniz.,,Mobil Borsa ile anlık fiyat takibi yapabilir, döviz kurlarına anında,ulaşabilir, kredi ve kredi kartı başvurularınızı gerçekleştirebilir, karekod,ile para çekebilirsiniz. Ayrıca size en yakın Bankamatik'e ve İş Bankası,,Şubesi'ne hemen ulaşabilirsiniz.,",0
325," ,,TURKISHAIRLINES,,,Miles&Smiles,,Sayın Musa Boz,, ,,Nice gülümsemeyle dolu, bol seyahatli bir yıl geçirmeniz dileğiyle.,Miles&Smiles yeni yaşınızda mutluluklar diler.,, ,, ,",0
326,"e-Nabız : Kişisel Sağlık Sistemi,,Sn. MUSA BOZ,,T.C. Sağlık Bakanlığı tarafından hizmete alınan ve 8 milyon kullanıcıya erişen e-Nabız: Kişisel Sağlık,Sistemi'ne e-Devlet kapısı üzerinden giriş yaparak tüm sağlık kayıtlarınıza 7/24 erişebilirsiniz.,,e-Nabız Kişisel Sağlık Sistemi ile,, ,,Tüm sağlık tesisi ziyaretleriniz ve detaylarına, (randevu, tanı, tedavi, reçete bilgileri),,Tüm tetkiklerinize, (tahlil, görüntüleme, alerji bilgileri),,Güncel sağlık bilgilerinize,,,Muayene ve tedavilerinize ait her tür detaylı bilgiyi içeren sağlık geçmişinize,,,Çocuklarınızın sağlık verilerine erişebilir, kalp krizi riskinizi hesaplayabilir ve tüm bu bilgileri,erişimine izin verdiğiniz doktorunuzla paylaşabilirsiniz.,,  ,, ,,  ,,e-Nabız Kişisel S:,, ,,Sistemi'ne Git,,Daha fazla bilgi için :,hitps://wwwyoutube.com/watch?v-gOfnkllDscs,,hitps://www.youtube.com/Watch?v-|j2Zal8n7LA,, ,,10S Uygulaması Android Uygulaması,",0
327,"Wwww.enabiz.gov.tr,,1441017 Sağlık Bilgileriniz Her An Yanınızda... “04...,, ,,SAĞLIK BAKANLIĞI'ndan ak ister,, ,,  ,,  ,",0
328," ,, ,, ,,CardFinans'ınızla alışverişlerinize,*4 taksit fırsatı!,,CARDFİNANS,,CardFinans bireysel kredi kartınızla Temmuz ayı boyunca,Hayat aldıklarından fazlasıdır,,giyim, ayakkabı, aksesuar, çok katlı mağaza ve optik,sektöründeki kampanyaya dahil üye işyerlerinde kozmetik,hariç taksitli alışverişlerinizde *4 taksit fırsatı!,,#vazimm,, ,",1
329,"Kredi.“,,Anında kredi veriyo!,,TELEFONA İNDİR, KREDİYE BAŞVUR. Anında,kredi,veriyo!,, ,, ,, ,",1
330,"Sayın X,,,X hesabına giriş yapmak için gereken Steam Guard kodu kodu:,,LA 71010),",0
331,"Yılda bir kez gelen indirimlerle,efelaefelailili Koll eTelakfe!,,Her gün yenilenen efsane ürünlerde,,efsane fırsatları kaçırma!,,Hemen keşfet,, ,",1
332," ,,Türkiye'de bir ilk;,Western Union© işlemleri,ONB Finansbank Bireysel,Cep Şubesi'nde!,,Bireysel Cep Şubemizden Westem,Union© servisi ile 200'den fazla ülke ve,bölgeye, bulunduğunuz noktadan,dilediğiniz zaman, kolay ve hızlı bir şekilde,para transferinizi gerçekleştirebilirsiniz!,,Detaylı bilgi için tıklayınız.,, ,",0
333,"— Kumbaram Hesabı ile,yarınları biriktirmeye,bugünden başlayın.,,Siz de ONB Finansbank Kumbaram,Hesabı” ile biriktirmeye bugünden,başlayın, güvenli bir geleceğin temellerini,şimdiden atın. Aylık 25 Türk,Lirası/Euro/Dolar/Pound'dan başlayan,ödeme seçenekleriyle hesabınızı,şubelerimizden açtırabilirsiniz.,, ,,Detaylı bilgi için tıklayınız.,, ,",0
334," ,, ,,20 TLindirim,Cep Şubemizde!,,Temmuz'da Cep Şubemize giriş yapanlar,tehibo.com.tr'de 20 TL indirimi kapıyor!,Size özel kampanya kodunuzu Bireysel,Cep Şubemizin Kampanyalar menüsünden,alabilir, 7 Ağustos'a kadar,tehibo.com.tr'den Cafissimo kahve,makineleri, kahve ve partner ürünleri hariç,yapacağınız 150 TL ve üzeri bir,alışverişinizde kullanabilirsiniz.,,Detaylı bilgi için tıklayınız.,, ,",1
335," ,,Sevgili Öğrencimiz,,,Kredi Yurtlar Kurumu tarafından düzenlenen ve birinciye 10, ikinciye 7, üçüncüye 5, dördüncüye 3, beşinciye 2 ve ilk ona giren diğer yarışmacılara birer,Cumhuriyet Altını ve dizüstü bilgisayar hediye edilecek ""KYK SİBER BEYİN ARIYOR"" bilgi yarışmasına herhangi bir bilgisayardan kayıt yaparak SEN de,katılabilirsin. Kayıtlar |(gencfikirleryarisiyor.gsb.gov.trlgencfikirleryarisiyor.gsb.gov.tr adresinden yapılacaktır. KYK'nın siber beyni SEN olabilirsin.,,EĞİTİM DAİRESİ BAŞKANLIĞI,",0
336,"Hesabınıza en son giriş yapmanızın üzerinden 90 gün geçtiğini farkettik. İş fırsatlarını takip etmek ve yetkinliklerinizi zenginleştirmek için,bizi ziyaret edin.,,hitps://1milyonistihdam.hmb.gov.tr/ozgecmis/login,",0
337,"Sayın MUSA BOZ,,,Şifrenizi değiştirmek için lütfen tklayınız.,Bu link 24 saat içerisinde şifrenizi değiştirmez iseniz geçersiz olacaktır.,, ,,Bu e-posta, T.C. Cumhurbaşkanlığı,, ,,insan Kaynakları Ofisi, Kariyer Kapısı tarafından gönderilmiştir.,",0
338,"   ,,son tari,, ,,arın sabah olarak belirledim ki ödev serüvenine daha fazla arkadaş katılsı,olmayacaktır. Ayrıca dosyalar silinse bile eski commitlerden erişim sağlanabil,, ,,O yüzden bir sıkıntı,,  ,,iyor olması lazım. Ancak şöyle erim olacak, bilgisayarda,bir klasörü ödev klasörü olarak belirle ve her hafta yeni ödev geldiğinde içerisine odev01, odev02, odev03 gibi yeni klasörler oluşturup,,ödevin son halini de içine at. Daha önceki haftaya ait klasörlere ise asla dokunma. O zaman bir sorun yaşamayacaksın. Dönem sonunda,, , , ,,inde bulunacaktır.,",0
339," ,,Başvuru formuna başlamak için doğrulama linkini tıklayınız.,,http-//burs.tev org tr/aktivasyon aspx?id-df9ec2bf-3e2b-48e9-8f69-30023e900fe6&formid—1,, ,,“Aktivasyon işlemini tamamladıktan sonra aşağıdaki şifreyi kullanarak başvuru formuna girişinizi,yapabilirsiniz.,,Başvurunuzu yarım bırakıp sonradan kaldığınız yerden devam etmek için yada bitmiş olan.,başvurunuzu tekrar yazdırmak için aşağıdaki şifreyi kullanabilirsiniz.,,Giriş şifreniz: 354bcef4,,Saygılarımızla,irk E Vakfı,,  ,, ,",0
340,"Musa merhaba,,Belgeni aldım.,,Islak imza gerekmiyor.,,Dosyanda transkriptin de yok. İntibakla birlikte onu da tarayarak e-posta ekinde gönderebilirsin.,, ,,şmek üzere,,",0
341,"SALDOS TIC. A.S tarafından düzenlenen 2020-07-27 tarihli e-belgenizi görüntülemek için,tıklayınız.,,e-Belge tutarı:49,9 TRY,UBL formatındaki e-belgenize ulaşmak için tıklayınız.,",0
342,"y Ziraat Bankası,,Bir bankadan daha fazlası,,gg,,Değerli Müşterimiz,,24.02.2021 tarihinden itibaren geçerli olmak üzere, Kredili Mevduat Hesabı aylık akdi faiz oranı 961,89, gecikme faiz oranı 942,19,olarak uygulanacaktır.,,Sağlıklı günler dileriz.,,Ziraat Bankası,",0
343," ,, ,,DERMOKUTUM KOZMETİK PAZARLAMA TİCARET LİMİTED ŞİRKETİ,Tek: 08503055055,,Web Adresi: www.dermokutum.com,,Sayın, Musa Boz,,Yapmış olduğunuz alışverişinize ait faturanızı görüntülemek için tıklayınız.,Bu elektronik fatura e-arşiv izni kapsamında tarafınıza iletilmiştir.,,Fatura Tarihi: 27.07.2020,Fatura Numarası: DMA2020000017240,Fatura Tutarı: 53.90,",0
344,"Merhaba,,Anladığım kadarıyla onay eposta mesajlarıyla olacak gibi duruyor. Dersi almanız uygundur.,Selamlar,,,AB,",0
345,"Fatura bilgileriniz ekte yer almaktadır.,,Fatura No: DM02020008097219,Fatura Tutari: 81,80 TL,,443 no'lu Vergi Usul Kanunu Genel Tebliği'ne göre faturanız, E-Arşiv izni kapsamında elektronik,ortamda iletilmiştir.,,Saygılarımızla, o. N vi . N,D-MARKET ELEKTRONİK HİZMETLER VE TİCARET ANONİM ŞİRKETİ,, ,",0
346," ,,Umarım sen de iyisindir. Saolasın.,, ,,Şu an için sadece bitirme durumundaki öğrencilerin staj işlemleri çözülmeye başladı yavaş yavaş. Dekanlığın ve Öğrenci İşlerinin ifade,ettiğine göre diğer sınıflar için herhangi bir gelişme yok.,,Beklemedeyiz.,,İyi çalışmalar.,",0
347,"Evet beklemeniz gerekiyor herhangi bir sıkıntı yaşamazsınız. Yetişmeme gibi bir durum söz konusu olmaz AĞUSTOS 'un 15'inden sonra,#ranskriptinizi tekrar mail atın bana yada önder beye o şekilde hallederiz,",0
348," ,,Son değerlendirmede Erasmus intibaklarının AĞUSTOS ayında açılacağı tarafımıza ile,,İyi günler,",0
349,"Öncelikle merhabalar,,,Mahmut Hadi Beyle, intibak için görüşmüştük, intibakımı 2 hafta önce açtı fakat geçen hafta derslerimi girerken yanlışlık,olduğunu fark ettim ve mail attım, bugün geri dönüş sağladı ve hatanın düzeldiğini söyledi, fakat sisteme baktığımda tekrar aynı,hatanın devam ettiğini görüyorum. Tekrar bir sorun olursa size mail atmamı söyledi.,,Hatam şu şekilde: Normalde Almanya'da en yüksek puan | ve kaldı puanı ise 4'ün altı. Yani | ile 4 arasındaki notlarda,geçiyorum. Fakat sistemde örneğin 3.7, 3 gibi notlar girdiğimde normalde geçmiş olmama rağmen kaldı olarak gözüküyor. Ve,bir öncekinde not skalasında 3.7'de vardı, şimdi onu da göremiyorum.,",0
350,"Ders intibakını geciktirmemelisin diye biliyorum.,Önümüzdeki döneme kalması noktasında Öğrenci İşlerinden teyid almalısın. Bir problem oluşmasın. Nihayetinde Intibak OBİSİS üzerinden,,online yapılabiliyor.,,Sürekli ofiste bulunmuyoruz, gelen postaları takibimiz çok zor ancak ofise ulaştığında sana bilgi veririm.,,Görüşmek üzere,,EN,",0
351,"Hocam ben ders seçimini normalde bu yaz eğer sınav ve/veya ders anlatımı olsaydı o zamana yapmayı planlıyordum. Ama,bildiğiniz üzere final sınavları da online olarak yapılacakmış. Ve benimde Almanya'daki üniversitedeki sınavlarım okul tatil,olmadan birkaç gün önce açıklanmış ve transkriptim gönderilmişti. O yüzden sağlık nedenleri dolayısıyla bende memleketime,dönmek zorunda kalmıştım, ve ders eşleştirmem yarıda kalmıştı. Öğrenci işlerine de mail atmıştım bununla ilgili ve bunun bir,sorun olmayacağını ve zaten öğrenci işleri binasına öğrenci kabul etmediklerini söylemişlerdi.,, ,,Şimdi yaz döneminde de ne sınav ne de ders eğitimi olmayacağı için Kayseri”ye gelme durumum olmaz hocam. Öğrenci işlerine,tekrar bu durumu bildirmeli miyim? Yoksa ders eşleştirme işlemim önümüzdeki Güz dönemine kalacak. Bu bir sorun teşkil eder,mi sizce?,, ,,Diğer konu ise, orijinal transkripti bölümümdeki ders eşleştirme işiyle ilgili hoca, Erasmus yaptığım okuldan orijinal Transkript,talep etmemi söyledi. Birkaç defa mailleştik karşıdaki okulla ve Salı günü mail aldım ve mailimde şu bilgi yer alıyordu:,",0
352,"Arkadaşlar merhaba,,,Erasmus Kurum Koordinatörlüğü olarak 15 Mayıs Cuma günü, saat 21.30'da sizlerle bir araya geleceğimiz bir Webinar,düzenlemek istiyoruz.,,Güz/bahar dönemi Erasmus öğrencisi olup hala yurtdışında olan ya da Covid-19 salgını nedeniyle dönmek durumunda kalan,öğrencilerimizle süreç değerlendirmesi yapacağız.,,Toplantımız zoom üzerinden gerçekleştirilecek.,,Katılmak isteyenlerin erasmus(Gerciyes.edu.tr adresine katılacaklarını bildiren bir mail göndermeleri yeterli.,Katılım linki 15 Mayıs Cuma günü toplantı saatinden önce gönderdiğiniz mail adresine iletilecek.,",0
353," ,",1
